ID	Sentence	Label
2029	ë°°ì_ __	0
2030	__ ê¹__! ì¢__ ì§__ _£¼ ì¢__!	1
2031	´ê±´ ì¢ __ê² ê°__..ë¹____..	0
2032	 ê³___ __	0
2033	__ ì¢__ ë°_¦¼ ì¢____	1
2034	ì»¤ë_¥ì_ ì¢ ½í_ê³  ¼ë¤ê³¼ ë§_ __ _³´¬ì_..	0
2035	½ê¸° ì¡°ê_ ì§ë£¨í_¤ì_	0
2036	_¸° ì² °ì_ë¡ ´ë___ __. ê°__´ì_	1
2037	_·¹ì¶__´ì_~!	1
2038	¤ì_ __ ê°__ê°__ ë¶____ ©ì_ ¼í_ ë³´ì_ì§ __	0
2039	°ë¦¬ ê°__ì§ê° _£¼  ë¨¹ë_______	1
2040	ë°°ì_ ¼ì£¼¼ì_ ê±¸ë_ _°©____	0
2041	__ë³´ë_ _ ê± ê°__	0
2042	_°©___ _¾¸ ¨ì_ì§__.	0
2043	ê¹__ ¤ì_ ê°__©ë_	1
2044	__ê° ì¢__´ì_ ê³__ ì°¾ë_	1
2045	 __ °ë¦¬ _¸°__ __  ë§__!	1
2046	__ê° _¬´ __ ë¹__ ¤ì_ ì£¼ë¬¸   ê±°ì_	0
2047	¤ë¬¼__ ¤ë¥¸ __ __ ¬ì ë³__¤ì_	0
2048	ë°©ì_ __ __ __ì§ __ __ ë¯¸ë_¬ì_	0
2049	____ì¦__ê³ _¸°__ _¬´ __©ë_	0
2050	ë¨¼ì  ë­__ ë§__ __ë© ë¬´ë_ì§__	0
2051	ë°°ì_ ë¹_¥´ê³ __!	1
2052	_°©¥ì_ ê½__¤ì_	0
2053	¬ì___ __ ë¦½ë_.	0
2054	__ ì± ê·__ ì°_·¸¬ì_´ì_	0
2055	¤í_ì» _±°´ë_ _µ­¨ì __ ì¢_ ê² ê°__!	1
2056	ë°©ì_ê° _  __... ´ì_ __	0
2057	 __ì§__	0
2058	ë¯¿ê_ ¬ë_ ¼í_ëª°ì_ __´ì_	1
2059	__¸ë_ ±ë_  ë°__ì£¼ë_	0
2060	´í_ê² _µë_	1
2061	__ °ê¸° __ê³ ì¢__ ë§__ ¤ì_ µë_ __ê³ ê·¬ì_	1
2062	__ë¸ ì¶__ë°__ êµ¬ë§¤__ ë°__ ì¢__	1
2063	__ ë¶____ ë³ 1ê°__	0
2064	__ë³´ë_ __ ë¬´ê±°__ ë³__	0
2065	¬ë_¤ë_ ____!	1
2066	ê·¬ì_ ì¢____.	1
2067	ì´____ ë¬´ì_ë³´ë_ ì§__ ì¢__	1
2068	__´ëë¶__  ì»¤ì_ _ª»ì¥__ ê´__  ê² ê°__	0
2069	ê°ê² ë¹ __ ì¢__..¡ì°©¥ë_ °ì__µ¬	1
2070	__ °ê²°´ë_ ¸ì_ ____	0
2071	ì§__ ´ë_ê² ì¢__ ì¤ ëª°ë_´ì_	1
2072	ë¬¼ë°°ì¶__ __ê° _£¼ ____. ©ì _³¼ ë¬¼ë°°ì¶_ __ __	0
2073	´ë_ __ __ __ ì²¨ë_	0
2074	_  __ì§__	0
2075	_____.	0
2076	ì¡°ì_¥ì_ ë°°ì_´ê¸¸´ê ½ê_ ì§§ì___.	0
2077	ì«ì«__ _£¼ ì¢____.	1
2078	¬ë_ _ ê¸´ë_ì§ ì°¾ë_ê° ´ë_ êµ¬ë§¤____ ¬ì_ì¦ __µë_	1
2079	 ¬ì_ ì¤____^^	1
2080	ë´__  __ __ ê² ê°____~	1
2081	ì½©ë_ë¬  ©ì_ ë²__µë_	0
2082	ì§__ ë³__µë_.	0
2083	´ê_ë§ __. ë°__ ì¢__ ë°°ì_ ë¹¨ë_ ì¢__	1
2084	ë°°ì_ë¹ __ë©´ì_ êµ¬ì___ ¸ì __ ë°°ì_ __..	0
2085	ë§_¡±¤ë_ê²  ¬ì___ ____	1
2086	¬ì__ê° __ ____ __ê±°ë¦½__. ì¢ ë¶¤í_¤ì_	0
2087	¬ì_ê³ ¤ë¥´ê² _¬´ ¼í_ê° ©ë_	0
2088	ì°¨ì_ __ ¤ë_ê¸°ì_ ±ì___	1
2089	__ ë§_¡±´ê_ ë°°ì___ ë¹¨ë_ ë§_¡±´ì_ ë³__ ¤ì_ê°~!	1
2090	¬ê¸° ¹í_ __´ì_ ë³__¤ì_	0
2091	ë§__ _²´ê° _¨¹	0
2092	¬ë¬´¤ì_ ¬ì___ê³ ì£¼ë¬¸__. ¬ê¸°ê° ì»¤ì_ ¬ì___ ì¢__´ì_	1
2093	¡ì_¥ì_ ì¢__	1
2094	__´ì_ __´ê   «í ë¶__©ë_.	0
2095	__ _¬´ __ ì¢ __¤ì_	0
2096	_¬´ ë³__. ë§__  ê¹__. ê·__ __	0
2097	_¡°¼ì_ ¼ë_ë¦¬ê_ _§¤´ì_ __ê¸°í_   __	0
2098	ê°±ë_ ìµ__	1
2099	¸ê_ ê¹____ ë¬¸ì_ __  __! ë³ 10ê° ì£¼ê_ ¶ì_!!!!	1
2100	__ _ì§ ____	0
2101	__ê²¬ë __°ë_ __ê° _¬´ ¬í___. ë¹____!	0
2102	¤í_©ì_ë¡ êµ¬ë§¤__ ê²°ê³¼ê°  __´ì_!	1
2103	ê°ê²©ëë¹ __ ì¢____~	1
2104	__ ¸ì_ ¤ë¦¬ë¶ë¶__ ½í_¸ì_	0
2105	¹ì_ _ __ ©ë_ ì£¼ë¬¸ ____ ë²__  ê² ê°____.	0
2106	__  ì¢____ ê²__ë¡__ êµ¬ì___  ____	0
2107	ì± __ _¬´ ì¢__ ë°°ì_ ë¹_¥´ê³ __ê° ë¬´ì ì¢____	1
2108	____ _¦¬ ì»µì_  __¸ì_	0
2109	¼í___ ì¢__. ¸ê_ ´ì_	1
2110	¼ë_ __ ë¶__ê¸°ê ´ë___	0
2111	 ë§__  __ __ ____	0
2112	¬ì_ _£¼  ì¢____	0
2113	¬ì_ __ __ ì¤____ ë°_ __´ì_	0
2114	ë¹__ê± ë³´ë_  ì¢__ ê°__ê°__	1
2115	ë³¸ë_ __ê° ¬í_ ë¨¸ë¦¬ __	0
2116	ë°°ì_ _¬´ _¦° ê²__ ¨ì___.	0
2117	ë¬´ë___ °ê¸° ì¢____	1
2118	_¸°ê°  ë§__ê³  ¸ë_~ ë°°ì_ë¹_¥´ê³ ì¢____	1
2119	´í_ê²   ´ì_	1
2120	ë¬¼ê±´  ë°__µë_ ë°°ì_ ê´_°®ê³ ë¬¼í_ ì¢_ê² ê°__	1
2121	ì©__ ë°__ë¦¬ê ì¢ ¬í_ê² __	0
2122	´ê±°__ ë°¥ì_ ë¨¹ì_¤ê_ __!	1
2123	_©´ ê·¸ëë¡ __! ë§_¡±´ì_!	1
2124	__ ì¢__ ´ì_¤ì_!	1
2125	_©´ ____ ê¹¨ë_´ì_ ë§_¡±´ì_	1
2126	ë¬¼ê±´ __ __ ìµ____	0
2127	__ë¡ __ __ê° __	0
2128	ì¥__ë§____... __ì§ ëª¨ë¥´ê²____...	0
2129	¤ë¥¸ ¥ë_ê°_³¼ ë¹__´ì_ __©ë_.	0
2130	¬ì_ì¦_  ë§__ê± __ ____.	0
2131	ì¢__ ë¶_¥¨ ´ì_	1
2132	¤ë¥¸ __ __	0
2133	____ ì¢_ ê± ê°____	1
2134	_ ê°±ë_ ì¢_ __´ë_ __ê³ __	1
2135	__ ì§__ ¬í_~  __¤ì_~ë¹__!!	0
2136	ë¨¹ê_ __  ____.	0
2137	__ì§ __ ¬ì_ ëª»í_	0
2138	ë³____. _¸°ê°__ _¬´ _±°__ ì¢__ __ ë¯¸ë_¬ì ____.	0
2139	ë°°ì_ __ ë§¤ì_ ë§_¡±©ë_	1
2140	_¬´_¬´ êµ¿êµ¿__	1
2141	´í_ê³ ê°ë³____.	1
2142	´ì_ê²  __´ì_ ë§__´ê _¬´ ì¢__´ì_ ^^	1
2143	ê´_°®ê² êµ¬ë§¤ ê² ê°__~	1
2144	__ê° ì¢__©ë_.  ê°ê²©ì_  __ë© ë§_¡±©ë_.	1
2145	ë§__ __ì§ _¬¸ êµ¬ë§¤__ ì¢__ì§ ê² ê°__	1
2146	_£¼ ´í_ê² _´ì_	1
2147	ê°ê²©ëë¹ ±ë_ êµ¿ì___	1
2148	¸ì_ ´ë_ê¹ __ ¥ë_ ì¢__ ê´_°®__	1
2149	__ __ë§__ ì¢__ _¦¬ ì¢__	1
2150	ë°°ì_ ì§__ _¬´ __!	0
2151	__ë³´ë_ ë¬´ê_ê° ë§__ ___ ê³______ ´ë_ __	0
2152	¸ë___	1
2153	_¬¼ ____ ì¢____¤ì___	1
2154	¼ê_ êµ¬ë§¤´ì_ ë§__ ¤ì_	1
2155	__¤ì_ ë§¤ì_ ____ ê°ì§ê³ ê²__ê³ _¦¬__!	1
2156	ê°ê²©ë_ì¡±ë_ê° ì¢__ê³ __´ì_	1
2157	ë§¤ì_ ë§_¡±´ì_ __ ê´_°®__ ¤ì___ êµ¬ë§¤__	1
2158	ë§_¡±´ì_ ë°__¸ì_	1
2159	__ ¬ë_ë¦°ê±´ ¡ìê³ _¬´  ____	0
2160	±ì_´ë³´¬ì_ ì¢__ ê°__ __ ì£¼ì_ ê± ê°____	1
2161	_ª© ë¶´ì_ __ ì§__ ´ê±¸ __©ë_ _·¹ ì¶__´ì_	1
2162	ì° ë¶__ ì¶©ì_ _£¼ ë¹¨ë_	1
2163	ë°°ì_ __ ë¹_¥´ê³!! _ __ ´ì_´ì_ ì¢__´ì___	1
2164	ê°±ë_ê° ì¢__	1
2165	_·¹__ ë¶____ ê³__ ¬ì_ì¤____.	1
2166	__ê° __´ì_ ì¢____	1
2167	__ _ ë¦½ë_.	0
2168	ë¸__ê° ëª¨ì____¸°__ __  ´ë_ ì¢ ë¶__©ë_. __	0
2169	ìº____¤ê___ ì¢ ___¸´©ë_.	0
2170	 ì¢_¸ë_ë¸__ __ ì»¤ë_ ë³__	0
2171	¥ì_ ê·¸ë_ ¤ë_ê°ì§ __´ì_	0
2172	_¦¬ê° _¬´ _ ê² ê°__	0
2173	__©ì_ë¡ ´ì_ _¬´ ê·¬ì_!	1
2174	¬ì_ì¦_ ë§__ ____.	0
2175	_¸°ê° ë»____ ë§_¡±__ ¨ì_ì§__.	0
2176	°ì_ê° ì¢ µë_©ë_	0
2177	ëª__ì§ °ë_ ¡í_ê° _£¼  ê°¤ì_	1
2178	__ ¸êµ¬¤ê___	0
2179	¤ë¥¸ __ __°ì_? ê·ì°_ __ê¾¸ìë§ ¤ì_ë²__ ¬ê¸° __¼ê_´ì_	0
2180	__ _ª» __ __ì§ ì²_¦¬  ´ì¤¬´ì_	0
2181	ë°°ì_ ë¹_¥´ê³ ë¬¼ê±´ ´ì_ __ ____. ê°__©ë_	1
2182	¬ì__ ¼ë_  __ ë¶¬ì_´ì_.. ¼ì£¼¼ë_..	0
2183	ë§_¡±¤ë_	1
2184	¹ì_...  __ ___´ì___	0
2185	ë°°ì_ ë¹_¥´ê³ ì¢__ 24ê°__ _¸°ê° __ ë§__ë©´ì_ ì¢__©ë_	1
2186	ì¢__. ¬êµ¬ë§ ê°____. _°©  __ ì¢__	1
2187	¤ë°¥ __´ë_	0
2188	ê·¸ë_ °ë¥¸ __ ë¹__ ë¹__. __ì§ ëª¨ë¥´ê²__	0
2189	____ ëª»ì_ê²__	0
2190	ê°ê²©ì_ ì°©í_ê³ êµ¬ì_ _°¹__.	1
2191	"2ê° _¼°__ __ __ _£¼ ì¢_ __¤ë_ ____~ ê°__´ì_ ^^,"	1
2192	_¹´ë¡__  ¤ì_ ê² ê°____.	0
2193	__ ë°°ì_ ë§_¡±__ °ê_ __	1
2194	¤ë¥¸ ê± °ë_ê° ë°_¿¨__ ê°ê²©ë_  ´í_ê³ ë°__´ë_ ì§__ ì¢__	1
2195	_©´ê³ __ ì°¨ì_ __ ë§__ __	0
2196	¥ì_ ë³__¤ì_	0
2197	ë¸__ ¸ì___ê³ µë_ ¸ì_ __ê³ ì¢__.	1
2198	¨ê³¼ __ ëª¨ë¥´ê²_ë§ _¦¬°ë_ __ë³´ì___.	0
2199	ì± _ê° ____ __...__ _µ­ê¹_	0
2200	¤ì_ ì»´í_°ì_ ì¶©ë_ _¬´ __ ê·¸ë_ ë²__¤ì_	0
2201	__ ë¹__¸ë_ ¬ì__¸° ¸í_¤ê_ ´ì_	1
2202	_   ©ë_	0
2203	°ì_ê° _¬´ ë¯¸ë_¬ì __´ë_!	0
2204	ê°ê²©ì_ _¬´ ë¹__ê³ ê°ê²©ëë¹ ë³__	0
2205	__ ´ì___ ê¸°ì_ë¶__ ì¹__´ì_ ì¢__´ì_. __ ë²_°½__	1
2206	"ë³¸ë_ ì²_¦¬ __, __¸ë_ ____ _ °ë_ ì¤__ ê°__"	0
2207	ì§_ ____ê±°ë_ ¤ë¥´ê² ¼í_ê° ©ë_.	0
2208	¬ì_´ë_ __ ¤ë¥¸ __´ë_ ¡ã_ ´í_ì§ ____!!	0
2209	êµ__´ì£¼¸ì_ __ ë³____	0
2210	´ì_ ì£¼ë¬¸__ ¤ë_ __ __ ìµ__¤ì_	1
2211	ì¢ ê±´ì¡°_±° ê°__ ë°_¥´ê³ __ ë°__ __¤ë_ì§ __	0
2212	¬ê¸° __  ì¢_ ê² ê°__	1
2213	__ ë³__´ê_ ë¹__! ì¤__ ê°__ ìµ____	0
2214	ë§_¡±´ì_ ê´_°®__	1
2215	ë°°ì_ _¬´ _ ì§__ ì§__¬ì___.	0
2216	__ë¡ ë³´ê¸° ë¶¤í_ì§ _ ê± ê°__	1
2217	´í_ ê°ê²©ì_ __ ë§_¡±¤ë_µë_.	1
2218	ë°°ì_ _¬´ __ 12¼ì_ ì£¼ë¬¸__ 20¼ì_ 	0
2219	ë§__¤ì_~~~~~~~~ ì£¼ë¬¸ ê±°ì_~~~~^^!!!!!	1
2220	____ ì¢____	1
2221	ë¹_¥¸ë°°ì_ ê°___¦¬ê³ __ _¬´ __. __©í_ê²__	1
2222	_¬¼ __ê° __ __ê³ ´ì_ __ __ë¡ __ê° ____ ì¤__¤ì_	1
2223	 ____ ____	1
2224	ì¿__ì¤__ __ ì¢__	1
2225	ê³____ °ê¸° ê°ê²©ì_ ì¢ ë¹__.	0
2226	ë°_¦¼ ë­_¹¨..¤ì_  ´ë_	0
2227	¼í_´ì_  ë²_²¨ì§ì§ __ ì¢__	1
2228	ì¢ ë§__ __µë_ ¬êµ¬ë§  ´ì_	0
2229	½ê_ ë¯¸ë_¬ì_ __ ____.	0
2230	_¬´_¬´ ë§__¤ì_ ê°±ë_ ì§__ ìµ__¤ì_	1
2231	ë§¤ì_ ë§_¡±´ì___	1
2232	ê°ê² ë¹ ê¸°ë ´í___	0
2233	ë°°ì_ë¹¨ë_´ì_. ¤ì_ ì»¬ë_ë¡ ì£¼ë¬¸__  __.	1
2234	´ë_ê± __ _ ¬ìë§____ °ë¦¬ _¸° ë³ê¸°ì_ ë¹__ ì£½ì_ë» ____	0
2235	__ ¤ë¥¸ê² __	0
2236	...ë³____	0
2237	ê³__ ¬ì__¸´ ë¶__ ê± ê°____	0
2238	_¬¼__ê³ __ ë§¤ì_ë³´ë_ ¸ê_ ¬ì_ ì¢__	1
2239	"_£¼ °ë_ __´ê_, ______!"	1
2240	ë°°ì_ __ __¤ì_	0
2241	¬ë____	1
2242	ê±°ì_  êµ³ì ê²__ ____.	0
2243	ì²__ êµ¬ë§¤_±´ ì´____ ì¢__	1
2244	ê°ê²©ëë¹ __ ì§!!	1
2245	 ë§__¬ì_ ë¬»ì___ê³ ì»¤ë_¥ì ____	0
2246	_µ¬ __ë©__ê° __¸ì_ __	0
2247	__ ê°__ ¸ë_ê¹ ë§_¸ë_ë¦¬ê_ ê¸°ì_ê° ____.	0
2248	__ __ ë§_¡±__	1
2249	"ì¹__ê°. _¬´ ____  ,"	0
2250	_¬´ ë»____ ë¶__ê² ë°_¦¬ì§ __. _²´__ë¡ ë³__..	0
2251	"__ _¥´_³³ ë§_¸ì_ __, ´ì_ë¬¼ì_ _´ì_."	0
2252	__ ë¶ë¶__ ë§__ ë¶__ __ ë¶ë¶__ ë§__ ____	0
2253	¬ì__¸°ê° __´ì_	0
2254	ë°__ _¬´ __ë»__. ì´__ ë¹¨ê_.	0
2255	¥ì°©__ê² ì¢ ´ë___	0
2256	___ ___ __´ë_	0
2257	__ ë³__¬ì_ ¬êµ¬ë§¤ë_ __ê± ê°__.	0
2258	¥ì_ ì¢__ ê³__ ¬ì___ __	1
2259	ë°¥ì_ë¨¹ê__©´ ____ë¦¬ë_ ¨ì_	0
2260	´í_ê³ ë¬´ë_ë°°ì_´ì_!!	1
2261	ì´___ __  °ë©´ ¬êµ¬ë§ ____	0
2262	ë¹_¥¸ ë°°ì_ ì¢_ __!	1
2263	ì°©ì_  _³´´ë_	0
2264	 ë¹__ ì¢ __µë_.	0
2265	__ê² ë§____¼ë_ ì¶__  ´ì_	0
2266	¨ê³¼ê° ____	0
2267	ë¬´ë_±ì_ ì¢__	1
2268	ê°±ë_ ìµ__ ë°°ì_ ë¹_¥´ê³  °ê_ __	1
2269	ë³__´ê_  __ __	0
2270	_²¨¸ì_ _¸° __ê³ _ì§ ë©°ì_ë§__ ë°_ êµ¬ë_ ¬ì_	0
2271	ê°ê²©ì_ _°©__	0
2272	ë°°ì_ ë¹_¥´ê³ ì»¤ë_¥ë_ ì¢__ êµ¬ë§¤__	1
2273	¬ê¸° ±ì_ê³ ì¢__	1
2274	¸ì_´ê __ ±í_´ì_ êµ¬ë§¤ __ ê¸_°© _ì§ ê± ê°__	0
2275	__ ¤ë_ ê±´ì __ë¶ë¶ ¼ì___ ë³´ë_¨ë_	0
2276	ê±´ì¡°ì¦__ __ ì¤____ ê² ê°__	1
2277	__ __ê°  ____	0
2278	¸ë¦¬__  ê·¸ë_ì§¤ì_	1
2279	ë°°ì_ ë¹_¥´ê³ ì¹____ ¬ì___ __ ´ì___ ____ ì¶__´ì_.	1
2280	ê°ê²©ë_ ì°©í_ê³ ì¶©ì_ ____	1
2281	ë¬¸ì_ ¤ë_ê° ì¢ ____.	0
2282	´ë_ êµ¬ë§¤__ ¬ì_ì¦_  ì¢____! 	1
2283	¼ìª½ ¸ë¦¬ê±°ê __´ì_	0
2284	_ª½ ë¶__¸êë´__	0
2285	__ __µë_.	0
2286	_²­ ë¹_¥´ê³ ¬ì_ __ __! ë§____	1
2287	ë¹¨ë¦¬ __~ê¹____  ¬ì_¼ì_ __~ ê°__©ë_~	1
2288	__¼ì_ ê±±ì___ ë¶__ êµ¬í_  __ ì¢__µë_	1
2289	ë°°ì_ ë¹_¥´ê³ ê°ê²©ë_ ´í_ê³ ì¢__!	1
2290	ë°°ì_ ê·¸ë¦¬ ë¹_¥´ì§ __	0
2291	ê°ê²©ì_ ´í___ì§ ê²¬ê_´ë³´´ê±° ¼í_´ë³´´ì __	0
2292	ë§__ ì¢ ____	0
2293	" __´ê_ _¾¸ ¨ì_ ¸ì_ ¹í__,"	0
2294	__ ì¢__~´ê±¸ë¡  ì£¼ë¬¸_±¸ ê·¸ë_´ì_~	1
2295	__ ê¸°ì_ê° __ ì¤__ ë³´ë___ ê±´ê?	0
2296	ë¬´ê±° __ __ ¬ì_ ¬ê¸°____.	0
2297	ê°ê² ¸ê_ __ ì¢__ ë°°ì_ ë¹¨ë_ __ ì¢__. ë§__ __.	1
2298	´ë¨¸ ê¸°ë_ __ __¤ì_	0
2299	ì±__ë¡ __¤ì_ ±ë_ê³µë ©ë_   ê² ê°__!	1
2300	 ë³__ ¨ê³¼ë¥ ëª»ë´¤´ì_!!	0
2301	¥í_ê° ê·½ê_ _£¼ ¸í_	1
2302	_¬´ ê±´ì¡°__ ´ì_ ë²__  __.. ì£¼ë_ë¶ê°__ ¬í_	0
2303	ëª¨ì_ë¦ ë¶ë¶__ ì°___...ê²____ê³ ë§ ë³´ë_ ë´__	0
2304	__ ë¨¸ë_´ë_´ì_ ¸í_ê³ ë¶´ì_ ¬ì_ì¤____	1
2305	__¤í_ __ê° ë§__ _¸´ __	0
2306	¬ì_ì¦__  ë§__ êµ¬ê²¨ì§ ê² __ __! 	1
2307	©ë¦¬__ ê°ê²©ì_ ë¹_¥¸ ë°°ì_ê¹_ __ ì¢__	1
2308	____ë©  __ê°__	0
2309	°ì __ë§__ ê³____ ë¹__©ë_.	0
2310	ë°_¥´__ ë¶____	0
2311	¬ì_ë²__ °ì_ë¥ ¸ì_ ëª»í___ ©ë_.	0
2312	ë°°ì_ ë¹¨ë_~ _ª¨ì°¨ì_ ê½ ¸ë_´ì_!!	1
2313	_  °ê_ __	1
2314	ë¶__ __ _ __  _ __. __©ì_ë¡ ìµ__´ë_	0
2315	°ì_ _¦°__ _ë¡ __ __	0
2316	ê°ê²©ëë¹ ì¢__ë³´ì___.	1
2317	 ë°__´ì_	1
2318	__ ¸ì_ ë¶ë¶__ ____	1
2319	ê¸°ì¡´ê³ ±ë_ ë³__ ì°¨ì_ê° __ ë§__ _	1
2320	¸ê_ êµ¬ë§¤´ì_ ì¢__µë_.	1
2321	ë¶__ __ ë¶____ ë°__ ê³__ ë¹____	0
2322	ì± ¸ì___ê° __ ¸ì_ê³ ê¹__´ì_. __ ì±__ ½ì_ë³´ì_ ëª»í_¤ì_.^^	1
2323	_¬´ __ ë°__ì§¤ì_	0
2324	ê¸°ëë³´ë_ ëª»ëì³__	0
2325	_£¼_£¼ ë§_¡±©ë_~	1
2326	_ __¸ì_ ë³____. ê´__ ë§__ __ __ì¤____.	0
2327	ê³___±¸ ë³´ë_ ë³ 2ê°__	0
2328	ê³_¦¬ê°   ¤ë_	0
2329	¸í_ê² __ ¬ê¸°ë³__ _ __ ì¢__~	1
2330	ë°_¹¨ ì§§ì_ ¤ë_ __ê°¤ì_..	0
2331	¹ì_ __ _ ëª °ê_¤ì_	0
2332	ë¶__ê² __ì§ê³ ì¢____	1
2333	__ë³´ë_ __¥ì_ ½í_ ¬ì_ ë¶_´ì_	0
2334	±ë_ __ë¡ __ __ ì¡°ì_ ê°¥í_ ì¢__!!	1
2335	__ __ ë³_¡­__	0
2336	ê¸°ë_¼ê·¸ê° °ê¸° ì¢__!	1
2337	____ ê²_³¼ __ __ê³ ì¶___¦´ë§__ ì¢__ ¬êµ¬ë§¤ì_¬ë_ ____.	1
2338	ê· _ª½ë§ ¿ì_ _ª½ ê·ì§ê° _±°ê° __¤ì_	0
2339	ë§¤ë_ °ë_ê±´ë_ ¸ê_  ¤ì_	1
2340	½ê_ ¸ë¦¬__ ¨ì_	1
2341	ì±_ë°©ì_ë¡ °ê¸° ì¢ ½í_ ê² ê°____.	0
2342	_ _¬´   ë³__	0
2343	ë¹_¥¸ë°°ì_ ¬ì_ ê¹__´ì_ ì¢____ __ê»__	1
2344	ë°°ì_ ë¹_¥´ê³ __ê³ ë§µì __ __ê° ë¬´ì_ ì¢__©ë_.	1
2345	ì¢__ ¬êµ¬ë§ ____ ¸í_¤ì_~	1
2346	ë¨¼ì ë§__ ë¶__!	0
2347	__ ¼í___ ¤ì_  ½ë_	0
2348	ê³__  __ê³ ê³__ __´ë¦¬¤ì_	0
2349	ë¹__ë°©ì_  __ê³ ´í_   ê² ê°____.	1
2350	ì¢ ë¹__ê¸´í_¤ì_	0
2351	  ê± ê°__. ë§__ ¤ì_. ____^^	1
2352	ë°°ì_ __ _¦¬ê³ ì¹___ __	0
2353	¡ìê³ ë­__	0
2354	¬êµ¬ë§¤ì_ ì¶©ë_ ____	1
2355	¥í_ _¬´ ê°__ê³ ì´__¨ì_ ¤ë_ê°ì§ __	0
2356	_©´ ´ëì§ ê°__ ì¢____	1
2357	__ _¬´ ë°__ ¬ë¦¼ ë¬½ì_	0
2358	__ ë¶____	0
2359	__©ì_ë¡ ì¶__ __.  ____.	0
2360	ê°____ _¸°ê°   ë¨¹ì_	1
2361	_ì§ê³ ê³ ____	1
2362	¥ë_ __ __´ê_ __¸ë_ ê·¬ì_ ¤ê_¤ë_ê¸ ¸í_	1
2363	__ ì¹ ê°__ ë³´ê  __ _¬´ ì¢__!	1
2364	ë°°ì_ _²­_¦¼	0
2365	_ª© ì° ê°_²¨ ì¢__	1
2366	ë°°ì_ ë¹_¥´ê³ êµ¿ì___^^	1
2367	_¡°¼ì_ 2__ __´ì_	0
2368	ì§__ ¥ì_ _¬´ ì¢__ _ °ê_ ____	1
2369	ë§_  ë²__´ì_	0
2370	±ì___ ´ì_ê³ ë§__ ì¢____.	1
2371	ì§__ë¡ ë§__¬ë¦´  __ ¸í_¤ì_	1
2372	¤ì_ë¡  ì£¼ì_ __ ê°__´ì_~	1
2373	"ê°____ ê°__ __ ê² ê°__, ë°°ì_ __ ë§__ ¤ì_"	1
2374	_¸° ¨ë_ ¤ë_ì£¼ë_ê³ ì£¼ë¬¸__ ê°ë³__ ¨ì_´ì_ °ê¸° ¸í_	1
2375	__ ½í_	0
2376	¤í_¸ì_ ¤ì_ ë°__´ì_ ë°__ë§__¼ë©´ ë§__ë¶ë¶__  °ì_	0
2377	_£¼ ì¢___ êµ¬ì_____ ê°__~	1
2378	ì¢__ê³ ´ì_ ë°_¿¨__  ë°_¦¬ì§ __ ë³_£¨	0
2379	__ __  ¤ì_ê° ê°__´ì_~	1
2380	ë°°ì_ ë¹¨ë_. __¸ê_ ____ê° ì¢__ ¬ì_ ì¢__.	1
2381	ì§__ë¡ ¸ì_ ì­__ê° ì¢_ì§ __ ëª©ì___¼êµ¬ ì§__ ê°__´ì_	1
2382	ë°°ì_ _ ¹í_.. ë¬¸ì___ ê·¸ë_ ë³´ë_ì£¼ì_¤ì_	0
2383	ì¢_ë¬¼ê±´ ¼êê²©ì_  ´ì_. ____ ê¹¨ë___ ì¢__	1
2384	¸í_ê³ ì¢____.	1
2385	¤í_ì» __´ì_ ë³´ë_ì£¼ì_ê¸ ë°____.	0
2386	_¦¬ê°  __.	0
2387	__ __¸ì_  __ êµ¬ë§¤__ ´ì_¤ì_  ¸ê_!	1
2388	ë§¤ì_ ë§_¡± ë§__ __	1
2389	_£¼ ë§_¡±_©° ¬ì___ __. ´ë¨¸__ ë§__ ì¢____	1
2390	ì§ì§_±°ë¦¬ê_ ë¹¨ë¦¬ ê³__©ë_.	0
2391	_¸°ê° __¤ê_ ©ë_.	0
2392	ë°°ì_ _²­ __êµ¬ì_ ê¸°ë_ë¦¬ë_ ì§ì³¤ì_ ê°ê²©ëë¹ ¼ê_ __ ë§____	0
2393	ë¹__ ëª__ ¬ì___ ë²__´ì_. __ì¡°ì_  __  ´ë_ _____ ..¤ë_¤ë___	0
2394	 ¬ì_ ë³__´ê_ ë°_ê° _¬´ ë»£ë»£©ë_.	0
2395	_¸°ê° ¤ë_ ê³³ì_ ëª¨ì_ë¦ ë³´í_  ë¶_µë_ _¸°ê° ¤ë_ê¸ ____	1
2396	ë¶____ ____. ¬ì__ ëª»í_ê³ ë²__´ì_	0
2397	__µë_	0
2398	ì¢__´ì_ êµ¬ë§¤__ ê·¸ë_...	0
2399	__ ¬ì_ __ ì¢__¤ì_!	1
2400	ë§__¬ì_ ë¬»ë_ê± __êµ¬ì_..ê±´ì¡°´ì_..	0
2401	±ë_ ë³__ __	0
2402	ê²__ë¶_ __ ____	0
2403	¸ê_ ´ì_	1
2404	_¦¬ê°__ê³ ë°_´ë_  _µ´¬ê _ ¼ë_ ´ì_ê° __	0
2405	ì² êµ¬ë§¤¸ë_ ë§_¡±´ì_	1
2406	ë§__ìµ__ __ ìµ__ ê±´ê_ ìµ__ __ ê°__´ì_	1
2407	__ë°°ì_ ëª¨ë_ ë§_¡±´ì_ _¬´ ´ë_	1
2408	ë¸__¬ê °ê__	0
2409	_¬´ __  _³´¬ì_ ê´__ ´ì_!	0
2410	¼í_´ì_ ¤ë_   __´ì_!	1
2411	¬ì_ ´ë___	0
