ID	sentence	question	1	2	Answer
944	경찰이 이웃 집을 수색했다.	원인	이웃 집에서 살인 사건이 발생했다.	이웃 집이 바베큐파티에 초대했다.	1
945	퇴직금을 받았다.	결과	회사를 그만두었다.	회사에 입사했다.	1
946	밀폐된 버스 안에서 음식을 먹었다.	결과	버스 안에서 음식 냄새가 난다.	버스 안에는 아무 냄새도 나지 않는다.	1
947	빨래를 그늘에서 말렸다.	결과	빨래에서 덜 마른 냄새가 난다.	빨래에서 햇빛 냄새가 난다.	1
948	정치인이 선거에서 패배했다.	원인	그의 선거 유세에 대해 사람들이 부정적인 반응을 보였다.	그의 선거 유세가 사람들의 호응을 얻었다.	1
949	갑판 위에 구토를 했다.	원인	배멀미를 한다.	바람을 쐬고 싶다.	1
950	지구온난화가 가속화되었다.	원인	화석연료의 사용이 시간이 지남에 따라 증대되었다.	화석연료의 사용이 시간이 지남에 따라 감소하였다.	1
951	택시 요금이 많이 부과되었다.	원인	택시를 타고 간 거리가 길었다.	 택시를 타고 간 거리가 짧았다.	1
952	여자가 울타리에 페인트칠을 했다.	원인	울타리의 색이 벗겨졌다.	울타리를 어제 구매했다.	1
953	대학 입학 시험에서 만점을 받았다.	결과	숙제를 열심히 했다.	원하는 대학에 수석으로 합격했다.	2
954	여자는 병원에 입원했다.	결과	여자는 의사가 되었다.	여자는 수술을 했다.	2
955	오전 알람을 설정했다.	원인	오전 10시에 약속이 있다.	오후에 반차를 사용했다.	1
956	아이가 작은 목소리로 속닥거렸다.	원인	아이는 도서관에 왔다.	아이는 노래방에 왔다.	1
957	사인펜의 뚜껑을 열어둔채로 방치했다.	결과	사인펜의 색이 진해졌다.	사인펜이 말랐다.	2
958	노트북 배터리가 떨어졌다.	결과	노트북을 펼쳤다.	노트북을 충전했다.	2
959	고추를 햇볕에 말렸다.	결과	고추는 부피가 작아졌다.	고추는 부피가 커졌다.	1
960	여성이 제과점으로 출근한다.	원인	여성은 배관공이다.	여성은 제빵사이다.	2
961	남성이 감옥에서 석방되었다.	원인	공소시효가 만료되었다.	무죄 판정 받았다.	2
962	남자는 형을 자랑스러워 한다.	원인	형이 로스쿨에 들어갔다.	형이 부모님과 싸웠다.	1
963	현수가 제대했다.	결과	현수는 군인이다.	현수는 군인이 아니다.	2
964	물감으로 그린 그림을 하루동안 말렸다.	결과	그림이 모두 말랐다.	그림이 번졌다.	1
965	늦잠을 잤다.	원인	알람이 울리지 않았다.	침대를 새로 바꿨다.	1
966	차키를 잃어버렸다.	결과	차가 고장났다.	새 열쇠를 복사헀다.	2
967	나무 바닥이 긁혔다.	원인	아이가 바닥에 쿠션을 던졌다.	아이가 바닥에서 의자를 끌었다.	2
968	선글라스를 새로 구입했다.	원인	작년에 구입한 선글라스를 잃어버렸다.	작년에 선글라스를 선물받았다.	1
969	레몬을 착즙기에 넣었다.	결과	라임즙이 완성되었다.	레몬즙이 완성되었다.	2
970	아이스크림이 녹았다.	원인	아이스크림을 냉동실에 보관했다.	아이스크림을 실온에 두었다.	2
971	잔디밭의 풀을 깎았다.	결과	잔디밭이 무성해졌다.	잔디밭이 깔끔해졌다.	2
972	음식에 소금을 넣었다.	결과	음식이 더 달아졌다.	음식이 더 짜졌다.	2
973	학생이 학교로 뛰어가고 있다.	원인	늦잠을 자서 지각했다.	학생은 숙제를 했다.	1
974	사과를 떨어뜨렸다.	결과	사과가 빨갛다.	사과에 상처가 났다.	2
975	핸드폰에 알림이 떴다.	결과	핸드폰을 확인한다.	핸드폰을 충전기에 연결한다.	1
976	남자가 회사에게 고소당했다.	원인	남자가 회삿돈을 횡령했다.	남자가 회삿돈을 관리했다.	1
977	강바닥이 쩍쩍 갈라진다.	원인	홍수가 났다.	가뭄이 들었다.	2
978	교과서가 찢어졌다.	결과	교과서에 이름을 쓴다.	교과서를 테이프로 붙인다.	2
979	여자가 우산을 폈다.	원인	비가 내린다.	물에 들어갔다.	1
980	학생이 흠뻑 젖은 채로 집에 도착했다.	원인	학생의 우산이 고장났다.	학생의 자전거가 고장났다.	1
981	남성은 미성년자이다.	결과	남성은 담배를 구입할 수 없다.	남성은 담배를 구입했다.	1
982	탁구를 치다가, 여성이 공을 주우러 갔다.	원인	여성이 상대편 공을 받아냈다.	여성이 상대편 공을 받아내지 못했다.	2
983	책상 위의 서류들이 바람에 날아갔다.	원인	창문으로 바람이 불었다.	창문으로 비가 들이쳤다.	1
984	남성은 여드름이 난 곳에 컨실러를 발랐다.	결과	여드름이 가려졌다.	여드름에서 피가 난다.	1
985	생크림 케이크를 빵칼로 썰었다.	결과	빵칼에 버터크림이 묻었다.	빵칼에 생크림이 묻었다.	2
986	휴대폰 액정이 깨졌다.	원인	휴대폰을 떨어트렸다.	휴대폰을 충전시켰다.	1
987	책상이 너무 낮아 목과 허리가 아프다.	결과	연필 대신 볼펜을 사용하기 시작했다.	독서대를 사용하기 시작했다.	2
988	후라이팬에 기름을 둘렀다.	결과	호박을 쪘다.	호박을 구웠다.	2
989	나무가 쓰러졌다.	원인	강한 태풍이 왔다.	나무 사진을 찍었다.	1
990	유명한 작가의 작품이 남자에게 전달되었다.	원인	남자가 경매에서 작가의 작품을 샀다.	남자가 경매에서 작가의 작품을 팔았다.	1
991	뜨거운 냄비를 맨손으로 잡았다.	결과	손에 화상을 입었다.	손이 얼었다.	1
992	바람이 매우 많이 분다.	결과	파도가 세게 친다.	파도가 잠잠하다.	1
993	학생의 졸업논문이 통과되었다.	결과	학생은 유급했다.	학생은 졸업했다.	2
994	여자가 거울을 물수건으로 닦았다.	원인	거울에 먼지가 많았다.	거울이 깨끗했다.	1
995	의사가 환자에게 심폐소생술을 하고 있다.	원인	환자의 심장이 뛰지 않는다.	환자의 심장이 뛴다.	1
996	음식이 싱겁다.	원인	물을 많이 넣었다.	물을 적게 넣었다.	1
997	여자는 매일 아침 조깅을 하러 나갔다.	결과	여자의 다리 근육이 빠졌다.	여자의 다리 근육이 붙었다.	2
998	리모컨이 작동하지 않는다.	원인	건전지가 다 되었다.	건전지를 새로 샀다.	1
999	주전자의 물이 끓어올랐다.	원인	주전자를 얼음 위에 올려두었다.	주전자를 불 위에 올려두었다.	2
1000	은행이 남자의 대출 요청을 거부했다.	원인	남자의 신용등급이 형편 없었다.	남자의 신용등급이 좋았다.	1
1001	이불에 오줌을 쌌다.	결과	이불을 개어 수납장에 넣었다.	이불을 빨았다.	2
1002	마트에서 유통기한이 지난 음식을 판매했다.	결과	고객이 소비자원에 마트를 신고했다.	고객이 만족도 조사에서 높은 점수를 주었다.	1
1003	시리얼에서 벌레가 나왔다.	결과	남성은 시리얼에 우유를 부었다.	남성은 식욕을 잃었다.	2
1004	남자가 시계를 보고 급하게 나갈 준비를 했다.	원인	약속이 취소되었다.	약속에 늦었다.	2
1005	피부과에 갔다.	원인	두드러기가 났다.	피부가 좋아졌다.	1
1006	여성은 창문 밖을 내다보았다.	원인	여성은 노을을 보고 싶었다.	여성은 낮잠을 자고 싶었다.	1
1007	꽃봉오리가 올라왔다.	원인	추위가 모두 지나갔다.	단풍이 모두 졌다.	2
1008	나팔꽃이 활짝 피었다.	원인	아침이 되었다.	밤이 되었다.	1
1009	남성은 옷을 벗었다.	원인	남성은 도서관에 갔다.	남성은 목욕탕에 갔다.	2
1010	목이 붓고 콧물이 났다.	결과	정신과에 방문했다.	이비인후과에 방문했다.	2
1011	갈비뼈가 부러졌다.	원인	입원을 했다.	차에 치였다.	2
1012	밤이 되어 어두워졌다.	결과	가로등 불빛이 켜졌다.	간판의 조명이 모두 소등되었다.	1
1013	신용카드를 잃어버렸다.	결과	카드 분실신고를 했다.	신용카드를 사용했다.	1
1014	바람이 많이 불었다.	원인	태풍이 상륙했다.	바람개비를 만들었다.	1
1015	비행기 표를 예매했다.	원인	친구와 여행 계획을 세웠다.	비행기 장난감을 구입했다.	1
1016	여자는 허리통증이 생겼다.	결과	진통제를 먹었다,	해열제를 먹었다.	1
1017	블루라이트 차단 안경을 착용했다.	결과	시력이 이전보다 떨어졌다.	눈이 청색광으로부터 보호된다.	2
1018	여자가 전자책 리더기를 장만했다.	원인	여자는 책 읽는 것을 좋아한다.	여자는 책을 싫어한다.	1
1019	아기가 옹알이를 시작했다.	결과	아기가 단어를 말할 수 있게 되었다.	아기가 책 읽기를 싫어하게 되었다.	1
1020	운동화를 오래 신었다.	결과	운동화의 밑창이 떨어졌다.	운동화가 깨끗해졌다.	1
1021	배에 타 노를 저었다.	결과	배의 고정 닻을 내렸다.	배가 앞으로 나아가며 물결이 생겼다.	2
1022	오랫동안 박수를 쳤다.	결과	손이 깨끗해졌다.	손바닥이 얼얼해졌다.	2
1023	우비를 입었다.	원인	폭염이 시작되었다.	비가 내렸다.	2
1024	여성이 학위를 얻었다.	원인	여성이 대학을 자퇴했다.	여성이 대학을 졸업했다.	2
1025	머리카락에 롤을 말았다.	결과	머리가 짧아졌다.	머리가 곱슬곱슬해졌다.	2
1026	신호등이 초록색에서 주황색으로 바뀌었다.	결과	여자가 와이퍼를 작동시켰다.	여자가 브레이크를 밟았다.	2
1027	노트북 수리 센터에 왔다.	원인	노트북이 마음에 들었다.	노트북이 고장났다.	2
1028	수면제를 먹었다. 	결과	잠에 들었다.	불면증이 더욱 극심해졌다.	1
1029	두통이 심하다.	결과	소화제를 먹었다.	진통제를 먹었다.	2
1030	펜이 더이상 나오지 않는다.	원인	펜의 잉크가 다 닳았다.	펜을 새로 구입했다.	1
1031	온돌 바닥이 따뜻해졌다.	원인	아궁이에 불을 지폈다.	가스레인지에 불을 켰다.	1
1032	밥을 오래 보관하고자 했다.	결과	밥을 냉동실에 넣었다.	밥을 상온에 오랜 시간 방치했다.	2
1033	피부과 약을 먹었다.	결과	피부 흉터가 심해졌다.	피부가 깨끗해졌다.	2
1034	에어컨 바람이 시원하지 않았다.	원인	에어컨의 온도가 낮게 설정되어 있었다.	에어컨의 온도가 높게 설정되어 있었다.	2
1035	남자가 화가 났다는 것을 모두가 알아챘다.	원인	남자가 밝게 인사를 건넸다.	남자가 씩씩대며 사무실로 들어왔다.	2
1036	바지 주머니에 넣어둔 열쇠가 없어졌다.	원인	바지 주머니에 구멍이 났다.	바지를 새로 구입했다.	1
1037	배가 침몰했다.	원인	배가 항구 근처에 정박했다.	배가 폭탄을 맞았다.	2
1038	계속 앉아서 일을 하느라 몸이 굳었다.	결과	어깨 근육이 풀어졌다.	기지개를 켰다.	2
1039	남자의 엉덩이에 땀띠가 났다.	결과	남자가 오랫동안 자리에 앉아 있었다.	남자가 오랫동안 서 있었다.	1
1040	배에서 뱃고동이 울려펴진다.	원인	배가 조선되고 있다.	배가 지금 출항하고 있다.	2
1041	남자의 비밀이 친구들에게 탄로났다.	원인	여자가 남자의 비밀을 혼자서만 간직했다.	여자가 남자의 비밀을 모두에게 말했다.	2
1042	여자는 레몬즙을 뿌린 샐러드를 싫어했다.	원인	여자는 매운맛을 싫어했다.	여자는 신맛을 싫어했다.	2
1043	귀걸이를 귀걸이 구멍에 대고 세게 눌렀다.	결과	귀걸이가 구멍에 들어갔다.	귀걸이가 떨어졌다.	1
1044	여자가 입양신청서를 제출했다.	결과	여자에게 새로운 가족 구성원이 생겼다.	여자는 모든 가족을 잃었다.	1
1045	농구 경기에서 패배했다	원인	농구 경기에서 골을 넣지 못했다	농구 경기에서 올해 최고 득점을 했다.	1
1046	책장에 쌓인 먼지를 닦아냈다.	결과	책장이 깨끗해졌다.	책장이 지저분해졌다.	1
1047	카페트를 바깥에서 한번 털었다.	원인	카페트에 강아지 털이 잔뜩 묻었다.	카페트를 청소기로 밀었다.	1
1048	형광등에 불이 들어오지 않는다.	결과	밤이 되자 책을 읽을 수 없었다.	밤이 되자 독서를 시작했다.	1
1049	서점에서 책을 구매했다.	결과	새로운 책을 읽는다.	서점을 방문한다.	1
1050	손톱에 봉숭아물을 들였다.	결과	손톱이 붉은 색으로 물들었다.	손톱이 길어졌다.	1
1051	손가락에 꽉 맞는 반지를 꼈다.	결과	반지의 색이 변했다.	손가락에 반지 자국이 남았다.	2
1052	소녀는 오늘 원하던 선물을 받았다.	원인	오늘은 어린이날이다.	오늘은 어버이날이다.	1
1053	카세트 플레이어에 카세트 테이프를 넣고 버튼을 눌렀다.	결과	카세트 플레이어의 플러그를 뽑았다.	카세트 플레이어에서 노래가 나온다.	2
1054	아버지의 머리카락이 희끗희끗하다.	원인	아버지가 검은색으로 염색을 하셨다.	아버지가 나이를 먹었다.	2
1055	도어락에 비밀번호를 맞게 입력했다.	결과	현관문의 경보음이 울렸다.	현관문이 열렸다.	2
1056	편의점에 도둑이 들었다. 	결과	편의점 앞에 파라솔이 있다. 	편의점 앞에 경찰이 와 있다. 	2
1057	아이가 부모님에게 급하게 전화를 했다.	원인	아이가 학교에 무사히 도착했다.	아이가 학교에 준비물을 갖고 오지 않았다.	2
1058	남성은 학생들에게 지리 과목을 가르친다.	원인	남성은 과학 탐구 과목 담당 선생님이다.	남성은 사회 탐구 과목 담당 선생님이다.	2
1059	논문 심사를 통과했다.	원인	논문을 계획대로 잘 작성했다.	논문을 기간 안에 쓰는 데에 실패했다.	1
1060	치아 교정을 끝냈다.	결과	치열이 고르게 변했다.	치열이 비뚤어졌다.	1
1061	남자가 물건에 세게 부딪혔다.	결과	남자의 다리에 피멍이 들었다.	남자가 다리의 붕대를 풀었다.	1
1062	주문한 옷의 배송이 지연되었다.	원인	택배 물량이 급증했다.	옷을 매장에서 직접 샀다.	1
1063	물고기가 수조 표면에 떠 있었다.	원인	물고기가 죽었다.	물고기가 새끼를 낳았다.	1
1064	아버지가 아이들이 보고 있는 텔레비젼을 껐다.	원인	아이들의 취침시간이 되었다.	아이들의 애니메이션 시청 시간이었다.	1
